industry,percentage,funds_raised,stage,country,month,day,year,laid_off_count
12,0.18,1000.0,0,59,6,23,2022,2
18,0.2,111.0,3,25,6,23,2022,2
5,0.2,461.0,6,59,6,22,2022,1
25,0.35,410.0,13,59,6,22,2022,1
21,0.265282,171.0,4,59,6,22,2022,0
26,0.265282,429.0,13,59,6,22,2022,0
27,0.07,261.0,4,59,6,22,2022,0
27,0.1,515.0,5,59,6,22,2022,0
24,0.265282,51.0,3,59,6,22,2022,0
9,0.16,134.0,4,7,6,22,2022,0
18,0.265282,157.0,0,30,6,22,2022,2
9,0.5,13.0,1,1,6,22,2022,2
7,0.2,460.0,3,5,6,21,2022,2
26,0.0,279.0,13,59,6,21,2022,0
17,0.3,40.0,0,59,6,21,2022,0
20,0.08,248.0,5,59,6,21,2022,0
9,0.03,202.0,4,10,6,21,2022,2
5,1.0,0.0,1,22,6,21,2022,2
4,0.1,109.0,4,59,6,21,2022,2
3,0.3,157.0,0,48,6,20,2022,2
12,1.0,7.0,0,59,6,20,2022,1
23,0.12,1000.0,6,48,6,20,2022,1
9,0.3,12.0,0,22,6,20,2022,1
23,0.55,27.0,2,7,6,20,2022,0
6,0.15,145.0,4,1,6,20,2022,0
18,0.2,32.0,0,59,6,20,2022,2
23,0.3,112.0,4,22,6,19,2022,1
3,0.05,30.0,3,57,6,19,2022,0
5,0.03,838.0,9,22,6,18,2022,1
2,0.265282,9400.0,0,9,6,17,2022,1
7,0.13,646.0,6,59,6,17,2022,0
25,0.2,49.0,3,59,6,17,2022,0
9,0.05,430.0,3,59,6,16,2022,0
21,0.15,178.0,5,59,6,16,2022,0
12,0.265282,1600.0,0,22,6,16,2022,0
12,0.5,50.0,2,59,6,16,2022,2
23,0.17,169.0,4,15,6,15,2022,2
7,0.13,900.0,0,7,6,15,2022,1
9,0.1,863.0,6,59,6,15,2022,1
14,0.25,213.0,5,59,6,15,2022,1
18,0.15,65.0,0,25,6,15,2022,0
19,0.23,83.0,3,59,6,15,2022,0
2,0.265282,7.0,0,12,6,15,2022,0
18,0.05,223.0,6,25,6,15,2022,0
15,0.3,20.0,2,7,6,15,2022,0
5,0.265282,93.0,3,39,6,15,2022,2
21,1.0,44.0,3,59,6,15,2022,2
3,0.18,549.0,13,59,6,14,2022,2
21,0.08,319.0,13,59,6,14,2022,2
21,0.1,1600.0,13,59,6,14,2022,2
12,0.15,36.0,0,5,6,14,2022,1
12,0.33,6.0,2,22,6,14,2022,0
10,0.265282,6.0,1,10,6,14,2022,0
3,0.1,204.0,5,59,6,14,2022,0
7,0.265282,376.0,4,10,6,14,2022,2
9,0.265282,157.0,0,48,6,14,2022,2
3,0.2,1000.0,6,59,6,13,2022,2
18,0.33,65.0,3,59,6,13,2022,0
5,0.4,50.0,3,59,6,13,2022,0
13,0.265282,152.0,4,59,6,13,2022,2
19,0.12,811.0,13,59,6,13,2022,2
3,0.05,156.0,0,48,6,10,2022,2
15,0.3,150.0,6,22,6,10,2022,2
23,0.1,1000.0,0,17,6,10,2022,1
12,0.2,11.0,0,5,6,10,2022,0
7,0.15,133.0,0,58,6,10,2022,0
7,0.08,175.0,4,59,6,10,2022,0
21,0.265282,6.0,0,59,6,10,2022,2
13,0.265282,22.0,3,59,6,10,2022,2
21,0.2,2100.0,0,9,6,10,2022,2
25,0.25,926.0,4,59,6,9,2022,2
23,0.15,79.0,13,59,6,9,2022,2
23,0.15,157.0,0,52,6,9,2022,1
15,0.07,1100.0,6,59,6,9,2022,1
13,0.4,82.0,3,59,6,9,2022,1
23,0.05,56.0,13,52,6,9,2022,0
23,1.0,5.0,14,59,6,9,2022,0
7,0.14,61.0,5,48,6,9,2022,0
5,0.05,100.0,4,59,6,9,2022,0
18,0.08,22.0,4,59,6,9,2022,2
27,0.11,197.0,3,59,6,9,2022,2
7,0.265282,1200.0,4,17,6,9,2022,2
28,0.21,839.0,13,59,6,8,2022,2
27,0.265282,1600.0,6,5,6,8,2022,1
12,0.15,255.0,5,59,6,8,2022,1
23,0.2,26.0,0,31,6,8,2022,0
2,0.4,24.0,0,52,6,8,2022,2
27,0.15,2000.0,13,58,6,7,2022,2
7,0.15,172.0,0,22,6,7,2022,1
17,0.265282,149.0,4,23,6,7,2022,1
27,0.23,783.0,13,59,6,7,2022,1
25,0.265282,275.0,0,59,6,7,2022,1
23,0.265282,11.0,0,59,6,7,2022,0
7,0.265282,42.0,2,59,6,7,2022,2
7,0.265282,35.0,3,59,6,7,2022,2
21,0.5,33.0,2,61,6,7,2022,2
7,0.265282,681.0,4,7,6,6,2022,0
19,0.07,603.0,5,59,6,6,2022,0
25,0.1,259.0,5,59,6,6,2022,2
17,0.14,152.0,4,59,6,6,2022,2
5,0.265282,1200.0,6,22,6,4,2022,0
2,0.2,157.0,0,5,6,3,2022,0
2,0.22,108.0,4,59,6,3,2022,0
9,0.15,176.0,14,59,6,3,2022,0
6,0.25,12.0,2,1,6,3,2022,2
2,0.265282,110.0,4,59,6,3,2022,2
27,0.1,20200.0,13,59,6,3,2022,2
12,0.08,522.0,5,59,6,2,2022,2
9,0.265282,31.0,2,5,6,2,2022,1
7,0.25,286.0,6,59,6,2,2022,1
1,0.5,3.0,1,22,6,2,2022,1
17,0.265282,157.0,0,1,6,2,2022,1
3,0.1,423.0,0,59,6,2,2022,1
15,0.08,325.0,5,59,6,2,2022,0
2,0.33,76.0,3,59,6,2,2022,0
9,0.265282,28.0,2,59,6,2,2022,0
2,0.25,197.0,4,59,6,2,2022,0
5,0.265282,37.0,0,59,6,2,2022,2
2,1.0,17.0,3,59,6,2,2022,2
7,0.265282,202.0,3,3,6,2,2022,2
27,0.1,157.0,13,34,6,1,2022,2
25,0.06,750.0,7,59,6,1,2022,1
5,1.0,2.0,1,22,6,1,2022,1
3,0.12,250.0,0,5,6,1,2022,1
7,0.1,182.0,4,58,6,1,2022,0
20,0.14,203.0,4,59,6,1,2022,0
5,0.265282,136.0,0,59,6,1,2022,0
28,0.35,32.0,3,58,6,1,2022,0
2,0.265282,202.0,5,59,6,1,2022,0
21,0.1,313.0,0,59,6,1,2022,2
15,0.3,17.0,1,38,6,1,2022,2
2,0.06,157.0,13,25,5,31,2022,2
13,0.265282,85.0,4,59,5,31,2022,0
7,0.33,110.0,2,59,5,31,2022,0
27,0.265282,49.0,2,25,5,31,2022,0
5,0.25,26.0,2,59,5,31,2022,0
12,0.265282,462.0,4,59,5,31,2022,2
27,0.32,132.0,13,57,5,30,2022,2
2,0.1,375.0,6,22,5,30,2022,1
7,0.03,50.0,0,5,5,30,2022,1
4,0.265282,36.0,0,59,5,30,2022,2
5,0.3,17.0,2,22,5,27,2022,1
4,0.265282,23.0,2,22,5,27,2022,0
7,0.26,118.0,0,58,5,27,2022,0
15,0.265282,46.0,0,59,5,27,2022,2
17,0.265282,120.0,4,59,5,27,2022,2
17,0.265282,192.0,0,59,5,27,2022,2
23,0.13,365.0,13,5,5,26,2022,1
3,0.11,378.0,4,32,5,26,2022,1
9,0.265282,749.0,14,43,5,26,2022,1
2,0.02,157.0,0,58,5,26,2022,0
25,0.2,1900.0,5,59,5,25,2022,2
7,0.27,1300.0,6,59,5,25,2022,1
7,0.265282,121.0,4,59,5,25,2022,1
7,0.25,53.0,3,17,5,25,2022,0
7,0.2,42.0,3,17,5,25,2022,0
7,0.2,70.0,3,59,5,25,2022,0
15,0.31,109.0,3,38,5,25,2022,2
9,0.14,1800.0,6,55,5,25,2022,2
9,0.1,300.0,0,58,5,25,2022,2
9,0.5,1300.0,4,17,5,24,2022,2
5,0.265282,20.0,3,23,5,24,2022,1
7,0.265282,256.0,5,59,5,24,2022,0
7,0.1,3700.0,0,52,5,23,2022,2
7,0.265282,216.0,13,59,5,23,2022,1
3,0.45,11.0,2,0,5,23,2022,1
4,1.0,16.0,2,25,5,23,2022,0
19,0.07,537.0,4,59,5,23,2022,0
2,0.2,33.0,3,59,5,23,2022,0
23,0.265282,322.0,6,5,5,23,2022,2
12,0.75,97.0,4,22,5,21,2022,2
25,0.28,342.0,13,59,5,20,2022,1
18,0.15,174.0,3,59,5,20,2022,1
2,0.1,287.0,13,59,5,20,2022,0
27,0.06,1300.0,8,22,5,19,2022,2
5,0.07,292.0,6,22,5,18,2022,2
18,0.01,121900.0,13,59,5,17,2022,1
12,0.1,568.0,5,52,5,17,2022,1
2,0.08,195.0,4,59,5,17,2022,1
9,0.4,29.0,2,59,5,16,2022,1
23,0.265282,194.0,14,59,5,16,2022,2
23,0.4,60.0,14,44,5,14,2022,2
12,0.265282,209.0,14,59,5,14,2022,0
7,0.265282,130.0,5,59,5,13,2022,0
13,1.0,157.0,3,59,5,13,2022,2
8,0.265282,619.0,4,59,5,12,2022,1
5,0.265282,37.0,2,59,5,12,2022,0
25,0.265282,29.0,14,59,5,12,2022,2
4,0.07,1000.0,8,59,5,11,2022,0
27,0.12,1600.0,13,59,5,10,2022,2
7,0.15,679.0,13,59,5,10,2022,2
28,0.33,238.0,4,58,5,10,2022,1
25,0.06,342.0,13,59,5,10,2022,0
19,0.5,293.0,4,16,5,9,2022,2
27,0.14,1300.0,13,59,5,9,2022,2
27,0.05,1500.0,0,59,5,6,2022,2
12,0.265282,0.0,14,59,5,6,2022,0
5,0.03,292.0,6,22,5,5,2022,1
7,0.265282,202.0,14,59,5,5,2022,1
20,0.1,192.0,4,59,5,5,2022,1
5,0.25,20.0,2,59,5,5,2022,0
9,1.0,3.0,1,1,5,4,2022,2
6,0.265282,41.0,2,59,5,4,2022,1
2,0.25,165.0,0,59,5,4,2022,1
7,0.3,64.0,2,59,5,4,2022,0
23,0.265282,7.0,2,59,5,4,2022,0
7,0.265282,128.0,4,59,5,4,2022,0
7,0.3,45.0,0,1,5,4,2022,2
23,0.265282,3400.0,0,59,5,2,2022,2
9,0.67,45.0,3,25,5,1,2022,2
12,0.265282,657.0,7,59,4,29,2022,2
5,0.19,130.0,5,59,4,28,2022,1
18,0.265282,121900.0,13,59,4,28,2022,0
8,0.265282,157.0,0,59,4,27,2022,0
7,0.09,5600.0,13,59,4,26,2022,2
23,0.34,27.0,2,7,4,26,2022,0
19,0.265282,277.0,14,16,4,25,2022,0
17,0.265282,58.0,3,59,4,25,2022,0
2,0.09,917.0,6,9,4,21,2022,1
23,0.3,502.0,5,5,4,20,2022,2
7,0.265282,481.0,13,59,4,20,2022,0
7,0.1,665.0,13,59,4,19,2022,1
21,0.04,755.0,6,5,4,19,2022,1
21,0.265282,788.0,0,5,4,19,2022,1
21,0.265282,905.0,0,59,4,19,2022,2
13,0.11,152.0,4,59,4,18,2022,2
18,0.265282,4.0,14,59,4,15,2022,0
12,1.0,2.0,0,59,4,15,2022,2
12,1.0,9.0,0,59,4,14,2022,0
12,0.265282,255.0,5,59,4,14,2022,2
27,0.14,329.0,5,59,4,12,2022,1
23,0.265282,1100.0,7,22,4,11,2022,1
9,0.1,176.0,14,59,4,8,2022,0
5,0.17,838.0,9,22,4,7,2022,2
9,0.265282,16.0,13,7,4,7,2022,0
6,0.265282,752.0,6,59,4,5,2022,2
7,1.0,124.0,3,59,4,5,2022,2
3,0.25,0.0,1,47,4,4,2022,1
18,0.38,3.0,13,7,4,4,2022,0
7,0.265282,42.0,3,25,3,31,2022,0
23,0.265282,8600.0,13,22,3,30,2022,2
4,0.4,40.0,3,17,3,30,2022,0
9,0.03,3400.0,9,59,3,29,2022,2
5,0.2,22.0,13,7,3,29,2022,1
23,0.265282,228.0,5,22,3,26,2022,1
23,0.17,474.0,6,59,3,19,2022,2
18,0.1,275.0,13,52,3,17,2022,1
12,0.265282,19.0,5,59,3,16,2022,1
23,0.5,62.0,3,22,3,15,2022,2
21,0.46,654.0,0,59,3,15,2022,1
12,0.25,8.0,13,59,3,15,2022,2
7,0.2,301.0,13,59,3,10,2022,2
21,0.33,905.0,0,59,3,8,2022,2
12,0.12,406.0,13,59,3,8,2022,1
4,0.25,289.0,6,59,3,3,2022,1
12,0.265282,1400.0,7,9,3,2,2022,2
23,0.15,1600.0,13,59,3,1,2022,1
8,0.265282,200.0,12,59,2,25,2022,2
7,0.265282,85.0,3,22,2,24,2022,0
5,0.265282,24.0,2,22,2,21,2022,1
27,0.5,368.0,0,59,2,21,2022,1
7,0.265282,28.0,14,52,2,17,2022,1
9,0.15,118.0,5,5,2,16,2022,1
21,0.29,35.0,3,59,2,14,2022,1
19,0.12,1000.0,5,59,2,10,2022,1
9,0.2,120.0,5,59,2,10,2022,0
8,0.2,1900.0,13,59,2,8,2022,2
4,0.265282,78.0,3,59,2,7,2022,2
21,0.2,133.0,0,59,2,3,2022,0
9,0.265282,3400.0,9,59,1,26,2022,1
2,0.33,266.0,6,59,1,26,2022,1
7,0.265282,527.0,13,59,1,20,2022,2
27,0.25,8.0,14,59,1,8,2022,2
9,0.265282,8300.0,13,17,12,22,2021,2
8,0.265282,200.0,12,59,12,8,2021,2
21,0.09,905.0,0,59,12,1,2021,2
4,0.27,46.0,14,59,11,18,2021,0
21,0.25,97.0,13,59,11,2,2021,2
20,0.265282,356.0,0,59,10,5,2021,0
18,1.0,70.0,4,59,10,1,2021,2
19,0.265282,974.0,13,59,9,23,2021,1
9,0.265282,229.0,5,59,9,22,2021,2
2,0.265282,78.0,14,59,9,15,2021,2
5,0.9,12.0,3,59,9,14,2021,0
23,0.265282,339.0,13,59,9,14,2021,2
25,0.265282,1000.0,0,59,8,30,2021,0
5,0.5,14.0,2,59,8,24,2021,0
2,0.265282,9400.0,0,9,8,5,2021,2
10,0.265282,17.0,2,22,7,26,2021,1
1,1.0,1600.0,0,59,6,1,2021,2
7,0.265282,53.0,0,58,5,5,2021,2
5,0.265282,122.0,4,59,4,29,2021,0
18,1.0,16.0,3,59,4,29,2021,2
18,0.265282,165.0,5,59,4,26,2021,0
13,0.07,214.5,13,59,4,6,2021,1
18,0.265282,132.0,4,59,3,24,2021,2
18,0.265282,37.0,14,59,3,9,2021,0
13,0.265282,157.0,3,59,3,3,2021,2
4,0.265282,186.0,4,59,3,1,2021,2
2,0.265282,105.0,0,59,2,24,2021,2
9,0.265282,194.0,0,22,2,23,2021,1
27,0.4,214.2,5,22,2,22,2021,1
23,0.265282,305.0,7,59,2,9,2021,1
19,0.265282,1200.0,7,59,2,9,2021,1
22,1.0,157.0,0,59,2,4,2021,0
9,0.2,39.0,14,17,2,3,2021,1
23,1.0,61.0,3,7,2,1,2021,0
2,0.265282,7400.0,0,22,1,27,2021,2
4,0.265282,150.0,4,58,1,27,2021,0
23,0.265282,50.0,14,59,1,25,2021,2
9,0.15,763.0,14,59,1,23,2021,1
9,0.265282,2400.0,0,59,1,21,2021,2
17,1.0,20.0,0,48,1,20,2021,0
19,0.15,1700.0,13,59,1,13,2021,2
7,1.0,584.0,0,59,1,11,2021,2
7,1.0,15.0,14,59,1,7,2021,2
5,0.265282,11.0,14,22,1,6,2021,2
25,0.265282,157.0,14,59,12,23,2020,1
21,0.8,131.0,5,7,12,16,2020,1
4,0.265282,352.0,14,59,12,16,2020,0
28,0.265282,3200.0,7,22,12,8,2020,2
10,0.265282,120.0,4,59,11,25,2020,2
7,0.25,3.0,1,59,11,19,2020,0
21,0.5,116.0,3,59,11,18,2020,2
12,1.0,45.0,3,59,11,17,2020,1
12,0.4,157.0,0,59,11,17,2020,0
4,0.265282,67.0,4,59,11,17,2020,2
27,0.265282,95.0,4,59,11,17,2020,2
23,0.5,3.8,0,59,11,9,2020,0
25,1.0,14.0,2,59,11,5,2020,2
23,0.5,101.6,0,59,11,2,2020,2
26,0.265282,42.0,13,59,11,1,2020,0
12,0.265282,12.5,2,59,10,29,2020,1
21,0.08,560.0,4,59,10,29,2020,0
9,0.265282,67.0,3,59,10,25,2020,2
5,0.265282,8.0,2,59,10,23,2020,0
18,1.0,1800.0,12,59,10,21,2020,2
9,0.265282,914.0,11,23,10,20,2020,2
28,0.17,656.0,6,17,10,14,2020,1
17,0.265282,28.0,14,22,10,10,2020,2
13,0.265282,105.0,14,59,10,8,2020,2
12,0.06,356.0,5,59,9,29,2020,0
18,0.265282,3.5,3,59,9,29,2020,2
27,0.265282,1.54,12,58,9,25,2020,2
21,0.265282,19500.0,9,9,9,23,2020,2
17,0.16,18.0,2,59,9,16,2020,2
4,0.95,157.9,2,59,9,11,2020,1
18,0.265282,40.5,14,58,9,11,2020,0
21,1.0,13.4,2,59,9,11,2020,2
27,0.054,67.0,14,59,9,9,2020,0
27,0.1,132.0,3,59,9,8,2020,2
5,0.265282,22.8,3,59,9,5,2020,2
15,0.265282,157.0,13,59,9,2,2020,2
23,1.0,30.0,2,57,9,2,2020,2
18,0.265282,95.2,14,59,9,1,2020,2
7,0.11,97.0,0,48,9,1,2020,0
28,0.1,548.0,13,22,8,31,2020,2
24,0.0185,65.4,13,59,8,26,2020,2
22,0.265282,157.0,14,59,8,26,2020,2
13,0.265282,36.0,13,1,8,24,2020,0
18,0.265282,9.5,14,59,8,24,2020,2
4,0.265282,76.2,4,59,8,20,2020,2
12,0.8,15.5,1,58,8,19,2020,0
28,0.265282,1.3,1,17,8,19,2020,2
13,1.0,10.0,2,59,8,18,2020,2
2,0.265282,105.0,0,9,8,17,2020,2
23,0.265282,122.3,13,7,8,14,2020,0
20,0.265282,350.2,7,59,8,14,2020,2
27,0.265282,45.0,0,59,8,12,2020,2
2,0.25,2.3,0,59,8,11,2020,2
9,1.0,0.9755,1,48,8,8,2020,0
23,0.38,186.4,5,59,8,7,2020,1
27,0.265282,1.8,1,60,8,7,2020,2
9,0.5,53.0,3,7,8,6,2020,1
24,0.265282,20.0,0,59,8,5,2020,0
28,0.25,157.0,14,34,7,30,2020,2
23,1.0,42.4,14,59,7,30,2020,1
7,0.265282,472.0,14,59,7,30,2020,2
9,0.265282,13.0,0,59,7,29,2020,2
1,0.09,649.0,0,59,7,28,2020,1
9,0.05,1600.0,10,22,7,27,2020,2
7,0.72,60.18,3,17,7,27,2020,1
10,0.265282,29.7,0,58,7,27,2020,2
10,0.12,309.0,5,59,7,23,2020,0
23,1.0,27.0,3,23,7,23,2020,2
22,0.06,154.0,14,59,7,21,2020,2
7,0.49,15.0,3,59,7,20,2020,0
8,0.265282,404.6,5,22,7,17,2020,1
28,0.265282,22.4,2,7,7,16,2020,2
17,0.15,251.2,5,59,7,15,2020,0
28,0.2,197.2,14,58,7,14,2020,2
18,0.265282,307.6,7,59,7,14,2020,2
2,0.265282,56.0,13,59,7,13,2020,0
15,0.265282,70.0,4,22,7,10,2020,1
23,0.12,307.0,5,48,7,9,2020,1
7,0.265282,25.6,14,22,7,9,2020,0
7,0.265282,746.0,13,59,7,8,2020,1
7,0.265282,1200.0,13,59,7,8,2020,2
21,0.265282,117.0,4,59,7,1,2020,0
17,0.265282,38.0,5,59,7,1,2020,0
18,0.265282,19.0,4,59,7,1,2020,0
2,0.265282,57.8,4,59,7,1,2020,0
17,0.05,100.8,4,59,6,30,2020,0
22,0.265282,132.0,5,59,6,30,2020,2
1,0.07,1300.0,6,59,6,29,2020,2
27,0.22,214.2,5,22,6,29,2020,1
27,0.265282,3600.0,0,17,6,29,2020,1
23,0.265282,101.6,0,59,6,29,2020,0
13,0.265282,214.5,13,59,6,29,2020,0
23,1.0,4.0,0,59,6,28,2020,2
27,0.265282,1200.0,4,59,6,27,2020,2
26,0.265282,228.0,7,59,6,25,2020,2
17,0.06,157.0,13,59,6,24,2020,2
2,0.12,455.2,13,59,6,24,2020,1
28,0.265282,3200.0,7,59,6,24,2020,2
27,0.09,4800.0,7,23,6,23,2020,2
7,0.9,103.0,4,59,6,23,2020,1
20,1.0,3.0,1,59,6,23,2020,0
7,0.07,18.0,13,59,6,22,2020,2
21,0.265282,19500.0,9,58,6,19,2020,1
18,0.265282,32.0,3,59,6,18,2020,0
7,0.25,582.0,12,22,6,17,2020,0
7,0.5,496.0,8,22,6,16,2020,2
27,0.05,9900.0,10,48,6,16,2020,2
4,0.01,40.0,13,59,6,16,2020,0
12,0.25,50.0,4,59,6,16,2020,0
4,0.11,117.0,14,59,6,15,2020,2
23,1.0,10.0,3,59,6,15,2020,2
27,0.25,24700.0,13,34,6,12,2020,1
7,0.48,50.0,3,59,6,12,2020,0
13,0.1,157.0,0,6,6,11,2020,1
23,0.27,2.0,1,59,6,11,2020,0
18,0.18,157.0,0,59,6,10,2020,0
26,0.265282,39.6,0,7,6,9,2020,0
18,0.08,139.0,5,59,6,5,2020,0
7,0.14,106.0,4,59,6,5,2020,0
25,0.4,52.0,4,59,6,4,2020,0
20,0.14,29.0,2,59,6,4,2020,0
27,0.265282,75.0,4,59,6,4,2020,2
7,0.08,324.0,7,58,6,3,2020,1
0,0.265282,1.0,0,59,6,3,2020,0
27,0.21,117.0,5,59,6,3,2020,0
7,0.14,120.0,7,59,6,3,2020,0
27,0.265282,55.0,14,17,6,2,2020,1
27,0.02,3100.0,12,59,6,2,2020,0
7,0.15,453.0,4,59,6,2,2020,0
4,0.16,58.0,3,59,6,2,2020,0
2,0.265282,10.0,14,59,6,2,2020,0
23,0.18,79.0,13,59,6,1,2020,2
28,0.1,548.0,13,22,6,1,2020,2
21,0.22,24.0,4,59,6,1,2020,0
7,0.15,732.0,4,59,5,29,2020,0
21,0.6,17.0,2,59,5,29,2020,0
2,0.18,224.0,0,22,5,28,2020,2
27,0.3,340.0,13,59,5,28,2020,1
2,0.265282,19.0,14,59,5,28,2020,1
10,0.08,157.0,6,1,5,28,2020,0
23,0.25,7.0,2,59,5,28,2020,0
5,0.12,89.0,14,59,5,27,2020,1
7,0.08,30.0,0,5,5,27,2020,0
27,0.23,24700.0,13,22,5,26,2020,2
5,1.0,108.0,14,59,5,26,2020,1
7,0.265282,207.0,0,59,5,26,2020,0
27,0.265282,247.0,5,22,5,25,2020,1
19,0.265282,157.0,0,24,5,22,2020,0
17,0.1,146.0,14,59,5,21,2020,2
28,0.35,3.0,2,22,5,21,2020,0
20,0.36,30.0,2,59,5,21,2020,0
27,0.265282,100.0,14,16,5,21,2020,2
27,0.35,3800.0,11,22,5,20,2020,2
15,0.18,530.0,7,59,5,20,2020,2
28,1.0,62.0,3,59,5,20,2020,1
7,0.07,2500.0,12,59,5,20,2020,1
17,0.25,222.0,5,22,5,20,2020,1
26,0.06,240.0,5,59,5,20,2020,0
23,0.15,157.0,5,22,5,19,2020,2
28,0.31,88.0,3,58,5,19,2020,0
20,1.0,157.0,0,58,5,19,2020,0
7,0.265282,252.0,4,59,5,19,2020,2
27,0.13,24700.0,13,59,5,18,2020,2
28,0.25,157.0,14,48,5,18,2020,2
9,0.14,1600.0,10,22,5,18,2020,2
21,0.2,19500.0,9,22,5,18,2020,1
13,0.265282,553.0,6,59,5,18,2020,0
14,0.05,157.0,12,59,5,18,2020,0
25,0.265282,92.0,14,25,5,18,2020,2
13,0.1,63.0,4,59,5,18,2020,2
21,0.265282,300.0,0,22,5,17,2020,2
9,0.13,914.0,11,22,5,15,2020,2
7,0.5,200.0,0,22,5,15,2020,2
10,0.1,49.0,4,59,5,15,2020,0
23,1.0,3.0,1,59,5,15,2020,2
27,0.08,5300.0,14,59,5,14,2020,1
18,0.4,157.0,14,59,5,14,2020,1
17,0.1,116.0,14,59,5,14,2020,0
27,0.15,73.0,3,59,5,14,2020,0
7,0.265282,69.0,0,59,5,14,2020,0
25,0.265282,106.0,5,59,5,14,2020,2
17,0.265282,375.0,4,59,5,14,2020,2
23,1.0,80.0,4,59,5,13,2020,2
24,0.4,2.0,0,5,5,13,2020,0
7,0.18,10.0,0,59,5,13,2020,0
20,0.11,157.0,14,7,5,13,2020,0
4,0.265282,46.0,4,59,5,13,2020,0
25,0.265282,111.0,6,59,5,13,2020,2
8,1.0,1.0,1,61,5,13,2020,2
19,0.1,574.0,4,59,5,13,2020,2
7,0.2,157.0,13,5,5,12,2020,2
21,0.5,79.0,3,59,5,12,2020,0
4,0.19,77.0,3,59,5,12,2020,0
22,0.17,52.0,5,59,5,12,2020,0
5,0.03,104.0,5,7,5,12,2020,0
13,0.265282,100.0,14,59,5,12,2020,2
7,0.265282,47.0,3,59,5,12,2020,2
7,0.03,837.0,5,58,5,11,2020,0
21,0.25,133.0,4,59,5,11,2020,0
7,0.01,782.0,5,59,5,8,2020,0
27,1.0,11.0,14,59,5,7,2020,2
22,0.3,204.0,14,59,5,7,2020,2
7,0.5,78.0,3,53,5,7,2020,0
7,0.12,263.0,6,59,5,7,2020,0
24,0.265282,145.0,5,59,5,7,2020,0
7,0.23,92.0,4,59,5,7,2020,0
28,1.0,157.0,0,23,5,7,2020,2
27,0.14,24700.0,13,59,5,6,2020,2
4,0.33,157.0,12,59,5,6,2020,1
5,0.265282,15.0,14,59,5,6,2020,1
17,0.08,60.0,13,59,5,6,2020,0
4,0.1,283.0,5,59,5,6,2020,0
7,0.7,170.0,3,36,5,6,2020,2
4,0.265282,743.0,6,59,5,6,2020,2
28,0.25,5400.0,12,59,5,5,2020,2
2,0.3,1500.0,0,59,5,5,2020,2
22,0.1,181.0,5,59,5,5,2020,1
22,0.15,68.0,5,59,5,5,2020,0
24,0.265282,90.0,4,14,5,5,2020,0
22,0.1,84.0,4,59,5,5,2020,0
13,0.265282,1000.0,13,59,5,5,2020,2
22,0.265282,74.0,4,59,5,5,2020,2
12,0.265282,76.0,0,7,5,5,2020,2
8,0.16,404.0,5,22,5,4,2020,2
27,0.31,771.0,14,57,5,4,2020,2
7,0.2,175.0,3,20,5,4,2020,2
25,0.21,7.0,2,14,5,4,2020,0
19,0.15,257.0,3,7,5,4,2020,0
10,0.3,106.0,3,1,5,4,2020,0
24,0.08,11.0,2,7,5,4,2020,0
12,0.13,184.0,13,59,5,4,2020,2
28,0.265282,55.0,14,17,5,4,2020,2
23,0.1,386.0,5,25,5,3,2020,1
19,0.265282,46.0,13,59,5,3,2020,0
28,0.265282,2400.0,7,58,5,1,2020,1
10,0.4,217.0,6,59,5,1,2020,1
18,0.32,102.0,3,58,5,1,2020,1
2,0.8,82.0,2,59,5,1,2020,1
12,0.265282,10.0,2,59,5,1,2020,0
7,0.265282,80.0,0,42,5,1,2020,0
18,0.2,28.0,4,59,5,1,2020,0
27,1.0,24.0,14,59,5,1,2020,2
28,0.265282,1.0,1,22,5,1,2020,2
24,0.265282,32.0,14,59,4,30,2020,1
2,0.265282,156.0,14,59,4,30,2020,1
0,0.265282,75.0,0,59,4,30,2020,2
4,0.265282,660.0,6,59,4,30,2020,2
18,0.14,145.0,6,59,4,30,2020,2
9,1.0,15.0,2,59,4,30,2020,2
27,0.17,4900.0,13,59,4,29,2020,2
21,0.265282,2250.0,9,59,4,29,2020,2
28,0.08,229.0,14,59,4,29,2020,1
9,0.265282,89.0,3,59,4,29,2020,1
27,0.13,765.0,5,59,4,29,2020,1
15,0.1,128.0,5,59,4,29,2020,0
7,0.265282,23.0,3,49,4,29,2020,2
28,0.25,3.0,13,59,4,28,2020,2
7,0.5,157.0,0,36,4,28,2020,2
9,0.15,1500.0,8,58,4,28,2020,2
4,0.18,156.0,0,59,4,28,2020,1
17,0.15,70.0,0,59,4,28,2020,0
7,0.25,71.0,3,59,4,28,2020,0
23,0.5,2.0,1,59,4,28,2020,0
19,0.265282,436.0,6,59,4,28,2020,2
7,0.25,37.0,3,59,4,28,2020,2
19,0.1,840.0,3,59,4,27,2020,2
21,0.2,24.0,2,59,4,27,2020,0
22,0.7,4.0,1,59,4,27,2020,2
28,0.265282,2400.0,7,5,4,25,2020,2
9,1.0,157.0,2,23,4,25,2020,2
19,0.2,17.0,3,59,4,25,2020,0
27,0.36,88.0,3,59,4,24,2020,0
26,0.23,60.0,3,7,4,24,2020,0
17,0.3,7.0,2,59,4,24,2020,0
7,0.22,15.0,3,59,4,24,2020,0
28,0.25,30.0,3,17,4,24,2020,0
12,0.33,29.0,3,59,4,24,2020,0
2,0.21,12.0,0,59,4,24,2020,0
